# source_id	kind	status	crystal_refs	notes
src/ast/mod.rs::enum::AssertionKind	enum	partial	Regex::Syntax::AST::Assertion::Kind	Missing some variants (WordBoundaryStart, WordBoundaryEnd, WordBoundaryStartAngle, WordBoundaryEndAngle)
src/unicode_tables/grapheme_cluster_break.rs::const::CR	const	ported	Regex::Syntax::UnicodeTables::GraphemeClusterBreak::CR	Generated grapheme-cluster-break Unicode table constant ported
src/unicode_tables/grapheme_cluster_break.rs::const::EXTEND	const	ported	Regex::Syntax::UnicodeTables::GraphemeClusterBreak::EXTEND	Generated grapheme-cluster-break Unicode table constant ported
src/unicode_tables/grapheme_cluster_break.rs::const::L	const	ported	Regex::Syntax::UnicodeTables::GraphemeClusterBreak::L	Generated grapheme-cluster-break Unicode table constant ported
src/unicode_tables/grapheme_cluster_break.rs::const::LF	const	ported	Regex::Syntax::UnicodeTables::GraphemeClusterBreak::LF	Generated grapheme-cluster-break Unicode table constant ported
src/unicode_tables/grapheme_cluster_break.rs::const::LV	const	ported	Regex::Syntax::UnicodeTables::GraphemeClusterBreak::LV	Generated grapheme-cluster-break Unicode table constant ported
src/unicode_tables/grapheme_cluster_break.rs::const::LVT	const	ported	Regex::Syntax::UnicodeTables::GraphemeClusterBreak::LVT	Generated grapheme-cluster-break Unicode table constant ported
src/unicode_tables/grapheme_cluster_break.rs::const::PREPEND	const	ported	Regex::Syntax::UnicodeTables::GraphemeClusterBreak::PREPEND	Generated grapheme-cluster-break Unicode table constant ported
src/unicode_tables/grapheme_cluster_break.rs::const::REGIONAL_INDICATOR	const	ported	Regex::Syntax::UnicodeTables::GraphemeClusterBreak::REGIONAL_INDICATOR	Generated grapheme-cluster-break Unicode table constant ported
src/unicode_tables/grapheme_cluster_break.rs::const::SPACINGMARK	const	ported	Regex::Syntax::UnicodeTables::GraphemeClusterBreak::SPACINGMARK	Generated grapheme-cluster-break Unicode table constant ported
src/unicode_tables/grapheme_cluster_break.rs::const::T	const	ported	Regex::Syntax::UnicodeTables::GraphemeClusterBreak::T	Generated grapheme-cluster-break Unicode table constant ported
src/unicode_tables/grapheme_cluster_break.rs::const::V	const	ported	Regex::Syntax::UnicodeTables::GraphemeClusterBreak::V	Generated grapheme-cluster-break Unicode table constant ported
src/unicode_tables/grapheme_cluster_break.rs::const::ZWJ	const	ported	Regex::Syntax::UnicodeTables::GraphemeClusterBreak::ZWJ	Generated grapheme-cluster-break Unicode table constant ported
src/unicode_tables/perl_decimal.rs::const::BY_NAME	const	ported	Regex::Syntax::UnicodeTables::PerlDecimal::BY_NAME	Perl decimal table aliases general-category lookup table
src/unicode_tables/perl_decimal.rs::const::DECIMAL_NUMBER	const	ported	Regex::Syntax::UnicodeTables::PerlDecimal::DECIMAL_NUMBER	Perl decimal table aliases general-category Decimal_Number ranges
src/unicode_tables/perl_space.rs::const::BY_NAME	const	ported	Regex::Syntax::UnicodeTables::PerlSpace::BY_NAME	Perl space table aliases boolean-property lookup table
src/unicode_tables/perl_space.rs::const::WHITE_SPACE	const	ported	Regex::Syntax::UnicodeTables::PerlSpace::WHITE_SPACE	Perl space table aliases boolean-property White_Space ranges
src/unicode_tables/perl_word.rs::const::PERL_WORD	const	ported	Regex::Syntax::UnicodeTables::PerlWord::PERL_WORD	Vendored Perl word-character Unicode table constant ported
src/unicode_tables/property_bool.rs::const::ALPHABETIC	const	ported	Regex::Syntax::UnicodeTables::PropertyBool::ALPHABETIC	Generated boolean-property Unicode table constant ported
src/unicode_tables/property_bool.rs::const::ASCII_HEX_DIGIT	const	ported	Regex::Syntax::UnicodeTables::PropertyBool::ASCII_HEX_DIGIT	Generated boolean-property Unicode table constant ported
src/unicode_tables/property_bool.rs::const::BIDI_CONTROL	const	ported	Regex::Syntax::UnicodeTables::PropertyBool::BIDI_CONTROL	Generated boolean-property Unicode table constant ported
src/unicode_tables/property_bool.rs::const::BIDI_MIRRORED	const	ported	Regex::Syntax::UnicodeTables::PropertyBool::BIDI_MIRRORED	Generated boolean-property Unicode table constant ported
src/unicode_tables/property_bool.rs::const::BY_NAME	const	ported	Regex::Syntax::UnicodeTables::PropertyBool::BY_NAME	Normalized boolean-property lookup table ported
src/unicode_tables/property_bool.rs::const::CASED	const	ported	Regex::Syntax::UnicodeTables::PropertyBool::CASED	Generated boolean-property Unicode table constant ported
src/unicode_tables/property_bool.rs::const::CASE_IGNORABLE	const	ported	Regex::Syntax::UnicodeTables::PropertyBool::CASE_IGNORABLE	Generated boolean-property Unicode table constant ported
src/unicode_tables/property_bool.rs::const::CHANGES_WHEN_CASEFOLDED	const	ported	Regex::Syntax::UnicodeTables::PropertyBool::CHANGES_WHEN_CASEFOLDED	Generated boolean-property Unicode table constant ported
src/unicode_tables/property_bool.rs::const::CHANGES_WHEN_CASEMAPPED	const	ported	Regex::Syntax::UnicodeTables::PropertyBool::CHANGES_WHEN_CASEMAPPED	Generated boolean-property Unicode table constant ported
src/unicode_tables/property_bool.rs::const::CHANGES_WHEN_LOWERCASED	const	ported	Regex::Syntax::UnicodeTables::PropertyBool::CHANGES_WHEN_LOWERCASED	Generated boolean-property Unicode table constant ported
src/unicode_tables/property_bool.rs::const::CHANGES_WHEN_TITLECASED	const	ported	Regex::Syntax::UnicodeTables::PropertyBool::CHANGES_WHEN_TITLECASED	Generated boolean-property Unicode table constant ported
src/unicode_tables/property_bool.rs::const::CHANGES_WHEN_UPPERCASED	const	ported	Regex::Syntax::UnicodeTables::PropertyBool::CHANGES_WHEN_UPPERCASED	Generated boolean-property Unicode table constant ported
src/unicode_tables/property_bool.rs::const::DASH	const	ported	Regex::Syntax::UnicodeTables::PropertyBool::DASH	Generated boolean-property Unicode table constant ported
src/unicode_tables/property_bool.rs::const::DEFAULT_IGNORABLE_CODE_POINT	const	ported	Regex::Syntax::UnicodeTables::PropertyBool::DEFAULT_IGNORABLE_CODE_POINT	Generated boolean-property Unicode table constant ported
src/unicode_tables/property_bool.rs::const::DEPRECATED	const	ported	Regex::Syntax::UnicodeTables::PropertyBool::DEPRECATED	Generated boolean-property Unicode table constant ported
src/unicode_tables/property_bool.rs::const::DIACRITIC	const	ported	Regex::Syntax::UnicodeTables::PropertyBool::DIACRITIC	Generated boolean-property Unicode table constant ported
src/unicode_tables/property_bool.rs::const::EMOJI	const	ported	Regex::Syntax::UnicodeTables::PropertyBool::EMOJI	Generated boolean-property Unicode table constant ported
src/unicode_tables/property_bool.rs::const::EMOJI_COMPONENT	const	ported	Regex::Syntax::UnicodeTables::PropertyBool::EMOJI_COMPONENT	Generated boolean-property Unicode table constant ported
src/unicode_tables/property_bool.rs::const::EMOJI_MODIFIER	const	ported	Regex::Syntax::UnicodeTables::PropertyBool::EMOJI_MODIFIER	Generated boolean-property Unicode table constant ported
src/unicode_tables/property_bool.rs::const::EMOJI_MODIFIER_BASE	const	ported	Regex::Syntax::UnicodeTables::PropertyBool::EMOJI_MODIFIER_BASE	Generated boolean-property Unicode table constant ported
src/unicode_tables/property_bool.rs::const::EMOJI_PRESENTATION	const	ported	Regex::Syntax::UnicodeTables::PropertyBool::EMOJI_PRESENTATION	Generated boolean-property Unicode table constant ported
src/unicode_tables/property_bool.rs::const::EXTENDED_PICTOGRAPHIC	const	ported	Regex::Syntax::UnicodeTables::PropertyBool::EXTENDED_PICTOGRAPHIC	Generated boolean-property Unicode table constant ported
src/unicode_tables/property_bool.rs::const::EXTENDER	const	ported	Regex::Syntax::UnicodeTables::PropertyBool::EXTENDER	Generated boolean-property Unicode table constant ported
src/unicode_tables/property_bool.rs::const::GRAPHEME_BASE	const	ported	Regex::Syntax::UnicodeTables::PropertyBool::GRAPHEME_BASE	Generated boolean-property Unicode table constant ported
src/unicode_tables/property_bool.rs::const::GRAPHEME_EXTEND	const	ported	Regex::Syntax::UnicodeTables::PropertyBool::GRAPHEME_EXTEND	Generated boolean-property Unicode table constant ported
src/unicode_tables/property_bool.rs::const::GRAPHEME_LINK	const	ported	Regex::Syntax::UnicodeTables::PropertyBool::GRAPHEME_LINK	Generated boolean-property Unicode table constant ported
src/unicode_tables/property_bool.rs::const::HEX_DIGIT	const	ported	Regex::Syntax::UnicodeTables::PropertyBool::HEX_DIGIT	Generated boolean-property Unicode table constant ported
src/unicode_tables/property_bool.rs::const::HYPHEN	const	ported	Regex::Syntax::UnicodeTables::PropertyBool::HYPHEN	Generated boolean-property Unicode table constant ported
src/unicode_tables/property_bool.rs::const::IDEOGRAPHIC	const	ported	Regex::Syntax::UnicodeTables::PropertyBool::IDEOGRAPHIC	Generated boolean-property Unicode table constant ported
src/unicode_tables/property_bool.rs::const::IDS_BINARY_OPERATOR	const	ported	Regex::Syntax::UnicodeTables::PropertyBool::IDS_BINARY_OPERATOR	Generated boolean-property Unicode table constant ported
src/unicode_tables/property_bool.rs::const::IDS_TRINARY_OPERATOR	const	ported	Regex::Syntax::UnicodeTables::PropertyBool::IDS_TRINARY_OPERATOR	Generated boolean-property Unicode table constant ported
src/unicode_tables/property_bool.rs::const::IDS_UNARY_OPERATOR	const	ported	Regex::Syntax::UnicodeTables::PropertyBool::IDS_UNARY_OPERATOR	Generated boolean-property Unicode table constant ported
src/unicode_tables/property_bool.rs::const::ID_COMPAT_MATH_CONTINUE	const	ported	Regex::Syntax::UnicodeTables::PropertyBool::ID_COMPAT_MATH_CONTINUE	Generated boolean-property Unicode table constant ported
src/unicode_tables/property_bool.rs::const::ID_COMPAT_MATH_START	const	ported	Regex::Syntax::UnicodeTables::PropertyBool::ID_COMPAT_MATH_START	Generated boolean-property Unicode table constant ported
src/unicode_tables/property_bool.rs::const::ID_CONTINUE	const	ported	Regex::Syntax::UnicodeTables::PropertyBool::ID_CONTINUE	Generated boolean-property Unicode table constant ported
src/unicode_tables/property_bool.rs::const::ID_START	const	ported	Regex::Syntax::UnicodeTables::PropertyBool::ID_START	Generated boolean-property Unicode table constant ported
src/unicode_tables/property_bool.rs::const::INCB	const	ported	Regex::Syntax::UnicodeTables::PropertyBool::INCB	Generated boolean-property Unicode table constant ported
src/unicode_tables/property_bool.rs::const::JOIN_CONTROL	const	ported	Regex::Syntax::UnicodeTables::PropertyBool::JOIN_CONTROL	Generated boolean-property Unicode table constant ported
src/unicode_tables/property_bool.rs::const::LOGICAL_ORDER_EXCEPTION	const	ported	Regex::Syntax::UnicodeTables::PropertyBool::LOGICAL_ORDER_EXCEPTION	Generated boolean-property Unicode table constant ported
src/unicode_tables/property_bool.rs::const::LOWERCASE	const	ported	Regex::Syntax::UnicodeTables::PropertyBool::LOWERCASE	Generated boolean-property Unicode table constant ported
src/unicode_tables/property_bool.rs::const::MATH	const	ported	Regex::Syntax::UnicodeTables::PropertyBool::MATH	Generated boolean-property Unicode table constant ported
src/unicode_tables/property_bool.rs::const::MODIFIER_COMBINING_MARK	const	ported	Regex::Syntax::UnicodeTables::PropertyBool::MODIFIER_COMBINING_MARK	Generated boolean-property Unicode table constant ported
src/unicode_tables/property_bool.rs::const::NONCHARACTER_CODE_POINT	const	ported	Regex::Syntax::UnicodeTables::PropertyBool::NONCHARACTER_CODE_POINT	Generated boolean-property Unicode table constant ported
src/unicode_tables/property_bool.rs::const::OTHER_ALPHABETIC	const	ported	Regex::Syntax::UnicodeTables::PropertyBool::OTHER_ALPHABETIC	Generated boolean-property Unicode table constant ported
src/unicode_tables/property_bool.rs::const::OTHER_DEFAULT_IGNORABLE_CODE_POINT	const	ported	Regex::Syntax::UnicodeTables::PropertyBool::OTHER_DEFAULT_IGNORABLE_CODE_POINT	Generated boolean-property Unicode table constant ported
src/unicode_tables/property_bool.rs::const::OTHER_GRAPHEME_EXTEND	const	ported	Regex::Syntax::UnicodeTables::PropertyBool::OTHER_GRAPHEME_EXTEND	Generated boolean-property Unicode table constant ported
src/unicode_tables/property_bool.rs::const::OTHER_ID_CONTINUE	const	ported	Regex::Syntax::UnicodeTables::PropertyBool::OTHER_ID_CONTINUE	Generated boolean-property Unicode table constant ported
src/unicode_tables/property_bool.rs::const::OTHER_ID_START	const	ported	Regex::Syntax::UnicodeTables::PropertyBool::OTHER_ID_START	Generated boolean-property Unicode table constant ported
src/unicode_tables/property_bool.rs::const::OTHER_LOWERCASE	const	ported	Regex::Syntax::UnicodeTables::PropertyBool::OTHER_LOWERCASE	Generated boolean-property Unicode table constant ported
src/unicode_tables/property_bool.rs::const::OTHER_MATH	const	ported	Regex::Syntax::UnicodeTables::PropertyBool::OTHER_MATH	Generated boolean-property Unicode table constant ported
src/unicode_tables/property_bool.rs::const::OTHER_UPPERCASE	const	ported	Regex::Syntax::UnicodeTables::PropertyBool::OTHER_UPPERCASE	Generated boolean-property Unicode table constant ported
src/unicode_tables/property_bool.rs::const::PATTERN_SYNTAX	const	ported	Regex::Syntax::UnicodeTables::PropertyBool::PATTERN_SYNTAX	Generated boolean-property Unicode table constant ported
src/unicode_tables/property_bool.rs::const::PATTERN_WHITE_SPACE	const	ported	Regex::Syntax::UnicodeTables::PropertyBool::PATTERN_WHITE_SPACE	Generated boolean-property Unicode table constant ported
src/unicode_tables/property_bool.rs::const::PREPENDED_CONCATENATION_MARK	const	ported	Regex::Syntax::UnicodeTables::PropertyBool::PREPENDED_CONCATENATION_MARK	Generated boolean-property Unicode table constant ported
src/unicode_tables/property_bool.rs::const::QUOTATION_MARK	const	ported	Regex::Syntax::UnicodeTables::PropertyBool::QUOTATION_MARK	Generated boolean-property Unicode table constant ported
src/unicode_tables/property_bool.rs::const::RADICAL	const	ported	Regex::Syntax::UnicodeTables::PropertyBool::RADICAL	Generated boolean-property Unicode table constant ported
src/unicode_tables/property_bool.rs::const::REGIONAL_INDICATOR	const	ported	Regex::Syntax::UnicodeTables::PropertyBool::REGIONAL_INDICATOR	Generated boolean-property Unicode table constant ported
src/unicode_tables/property_bool.rs::const::SENTENCE_TERMINAL	const	ported	Regex::Syntax::UnicodeTables::PropertyBool::SENTENCE_TERMINAL	Generated boolean-property Unicode table constant ported
src/unicode_tables/property_bool.rs::const::SOFT_DOTTED	const	ported	Regex::Syntax::UnicodeTables::PropertyBool::SOFT_DOTTED	Generated boolean-property Unicode table constant ported
src/unicode_tables/property_bool.rs::const::TERMINAL_PUNCTUATION	const	ported	Regex::Syntax::UnicodeTables::PropertyBool::TERMINAL_PUNCTUATION	Generated boolean-property Unicode table constant ported
src/unicode_tables/property_bool.rs::const::UNIFIED_IDEOGRAPH	const	ported	Regex::Syntax::UnicodeTables::PropertyBool::UNIFIED_IDEOGRAPH	Generated boolean-property Unicode table constant ported
src/unicode_tables/property_bool.rs::const::UPPERCASE	const	ported	Regex::Syntax::UnicodeTables::PropertyBool::UPPERCASE	Generated boolean-property Unicode table constant ported
src/unicode_tables/property_bool.rs::const::VARIATION_SELECTOR	const	ported	Regex::Syntax::UnicodeTables::PropertyBool::VARIATION_SELECTOR	Generated boolean-property Unicode table constant ported
src/unicode_tables/property_bool.rs::const::WHITE_SPACE	const	ported	Regex::Syntax::UnicodeTables::PropertyBool::WHITE_SPACE	Generated boolean-property Unicode table constant ported
src/unicode_tables/property_bool.rs::const::XID_CONTINUE	const	ported	Regex::Syntax::UnicodeTables::PropertyBool::XID_CONTINUE	Generated boolean-property Unicode table constant ported
src/unicode_tables/property_bool.rs::const::XID_START	const	ported	Regex::Syntax::UnicodeTables::PropertyBool::XID_START	Generated boolean-property Unicode table constant ported
src/unicode_tables/property_names.rs::const::PROPERTY_NAMES	const	ported	Regex::Syntax::UnicodeTables::PropertyNames::PROPERTY_NAMES	Canonical Unicode property-name lookup table ported
src/unicode_tables/property_values.rs::const::PROPERTY_VALUES	const	ported	Regex::Syntax::UnicodeTables::PropertyValues::PROPERTY_VALUES	Canonical Unicode property-value lookup table ported
src/unicode_tables/script.rs::const::ADLAM	const	ported	Regex::Syntax::UnicodeTables::Script::ADLAM	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::AHOM	const	ported	Regex::Syntax::UnicodeTables::Script::AHOM	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::ANATOLIAN_HIEROGLYPHS	const	ported	Regex::Syntax::UnicodeTables::Script::ANATOLIAN_HIEROGLYPHS	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::ARABIC	const	ported	Regex::Syntax::UnicodeTables::Script::ARABIC	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::ARMENIAN	const	ported	Regex::Syntax::UnicodeTables::Script::ARMENIAN	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::AVESTAN	const	ported	Regex::Syntax::UnicodeTables::Script::AVESTAN	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::BALINESE	const	ported	Regex::Syntax::UnicodeTables::Script::BALINESE	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::BAMUM	const	ported	Regex::Syntax::UnicodeTables::Script::BAMUM	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::BASSA_VAH	const	ported	Regex::Syntax::UnicodeTables::Script::BASSA_VAH	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::BATAK	const	ported	Regex::Syntax::UnicodeTables::Script::BATAK	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::BENGALI	const	ported	Regex::Syntax::UnicodeTables::Script::BENGALI	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::BHAIKSUKI	const	ported	Regex::Syntax::UnicodeTables::Script::BHAIKSUKI	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::BOPOMOFO	const	ported	Regex::Syntax::UnicodeTables::Script::BOPOMOFO	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::BRAHMI	const	ported	Regex::Syntax::UnicodeTables::Script::BRAHMI	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::BRAILLE	const	ported	Regex::Syntax::UnicodeTables::Script::BRAILLE	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::BUGINESE	const	ported	Regex::Syntax::UnicodeTables::Script::BUGINESE	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::BUHID	const	ported	Regex::Syntax::UnicodeTables::Script::BUHID	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::BY_NAME	const	ported	Regex::Syntax::UnicodeTables::Script::BY_NAME	Normalized script lookup table ported
src/unicode_tables/script.rs::const::CANADIAN_ABORIGINAL	const	ported	Regex::Syntax::UnicodeTables::Script::CANADIAN_ABORIGINAL	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::CARIAN	const	ported	Regex::Syntax::UnicodeTables::Script::CARIAN	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::CAUCASIAN_ALBANIAN	const	ported	Regex::Syntax::UnicodeTables::Script::CAUCASIAN_ALBANIAN	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::CHAKMA	const	ported	Regex::Syntax::UnicodeTables::Script::CHAKMA	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::CHAM	const	ported	Regex::Syntax::UnicodeTables::Script::CHAM	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::CHEROKEE	const	ported	Regex::Syntax::UnicodeTables::Script::CHEROKEE	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::CHORASMIAN	const	ported	Regex::Syntax::UnicodeTables::Script::CHORASMIAN	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::COMMON	const	ported	Regex::Syntax::UnicodeTables::Script::COMMON	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::COPTIC	const	ported	Regex::Syntax::UnicodeTables::Script::COPTIC	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::CUNEIFORM	const	ported	Regex::Syntax::UnicodeTables::Script::CUNEIFORM	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::CYPRIOT	const	ported	Regex::Syntax::UnicodeTables::Script::CYPRIOT	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::CYPRO_MINOAN	const	ported	Regex::Syntax::UnicodeTables::Script::CYPRO_MINOAN	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::CYRILLIC	const	ported	Regex::Syntax::UnicodeTables::Script::CYRILLIC	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::DESERET	const	ported	Regex::Syntax::UnicodeTables::Script::DESERET	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::DEVANAGARI	const	ported	Regex::Syntax::UnicodeTables::Script::DEVANAGARI	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::DIVES_AKURU	const	ported	Regex::Syntax::UnicodeTables::Script::DIVES_AKURU	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::DOGRA	const	ported	Regex::Syntax::UnicodeTables::Script::DOGRA	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::DUPLOYAN	const	ported	Regex::Syntax::UnicodeTables::Script::DUPLOYAN	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::EGYPTIAN_HIEROGLYPHS	const	ported	Regex::Syntax::UnicodeTables::Script::EGYPTIAN_HIEROGLYPHS	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::ELBASAN	const	ported	Regex::Syntax::UnicodeTables::Script::ELBASAN	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::ELYMAIC	const	ported	Regex::Syntax::UnicodeTables::Script::ELYMAIC	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::ETHIOPIC	const	ported	Regex::Syntax::UnicodeTables::Script::ETHIOPIC	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::GARAY	const	ported	Regex::Syntax::UnicodeTables::Script::GARAY	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::GEORGIAN	const	ported	Regex::Syntax::UnicodeTables::Script::GEORGIAN	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::GLAGOLITIC	const	ported	Regex::Syntax::UnicodeTables::Script::GLAGOLITIC	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::GOTHIC	const	ported	Regex::Syntax::UnicodeTables::Script::GOTHIC	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::GRANTHA	const	ported	Regex::Syntax::UnicodeTables::Script::GRANTHA	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::GREEK	const	ported	Regex::Syntax::UnicodeTables::Script::GREEK	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::GUJARATI	const	ported	Regex::Syntax::UnicodeTables::Script::GUJARATI	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::GUNJALA_GONDI	const	ported	Regex::Syntax::UnicodeTables::Script::GUNJALA_GONDI	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::GURMUKHI	const	ported	Regex::Syntax::UnicodeTables::Script::GURMUKHI	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::GURUNG_KHEMA	const	ported	Regex::Syntax::UnicodeTables::Script::GURUNG_KHEMA	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::HAN	const	ported	Regex::Syntax::UnicodeTables::Script::HAN	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::HANGUL	const	ported	Regex::Syntax::UnicodeTables::Script::HANGUL	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::HANIFI_ROHINGYA	const	ported	Regex::Syntax::UnicodeTables::Script::HANIFI_ROHINGYA	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::HANUNOO	const	ported	Regex::Syntax::UnicodeTables::Script::HANUNOO	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::HATRAN	const	ported	Regex::Syntax::UnicodeTables::Script::HATRAN	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::HEBREW	const	ported	Regex::Syntax::UnicodeTables::Script::HEBREW	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::HIRAGANA	const	ported	Regex::Syntax::UnicodeTables::Script::HIRAGANA	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::IMPERIAL_ARAMAIC	const	ported	Regex::Syntax::UnicodeTables::Script::IMPERIAL_ARAMAIC	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::INHERITED	const	ported	Regex::Syntax::UnicodeTables::Script::INHERITED	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::INSCRIPTIONAL_PAHLAVI	const	ported	Regex::Syntax::UnicodeTables::Script::INSCRIPTIONAL_PAHLAVI	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::INSCRIPTIONAL_PARTHIAN	const	ported	Regex::Syntax::UnicodeTables::Script::INSCRIPTIONAL_PARTHIAN	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::JAVANESE	const	ported	Regex::Syntax::UnicodeTables::Script::JAVANESE	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::KAITHI	const	ported	Regex::Syntax::UnicodeTables::Script::KAITHI	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::KANNADA	const	ported	Regex::Syntax::UnicodeTables::Script::KANNADA	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::KATAKANA	const	ported	Regex::Syntax::UnicodeTables::Script::KATAKANA	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::KAWI	const	ported	Regex::Syntax::UnicodeTables::Script::KAWI	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::KAYAH_LI	const	ported	Regex::Syntax::UnicodeTables::Script::KAYAH_LI	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::KHAROSHTHI	const	ported	Regex::Syntax::UnicodeTables::Script::KHAROSHTHI	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::KHITAN_SMALL_SCRIPT	const	ported	Regex::Syntax::UnicodeTables::Script::KHITAN_SMALL_SCRIPT	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::KHMER	const	ported	Regex::Syntax::UnicodeTables::Script::KHMER	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::KHOJKI	const	ported	Regex::Syntax::UnicodeTables::Script::KHOJKI	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::KHUDAWADI	const	ported	Regex::Syntax::UnicodeTables::Script::KHUDAWADI	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::KIRAT_RAI	const	ported	Regex::Syntax::UnicodeTables::Script::KIRAT_RAI	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::LAO	const	ported	Regex::Syntax::UnicodeTables::Script::LAO	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::LATIN	const	ported	Regex::Syntax::UnicodeTables::Script::LATIN	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::LEPCHA	const	ported	Regex::Syntax::UnicodeTables::Script::LEPCHA	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::LIMBU	const	ported	Regex::Syntax::UnicodeTables::Script::LIMBU	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::LINEAR_A	const	ported	Regex::Syntax::UnicodeTables::Script::LINEAR_A	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::LINEAR_B	const	ported	Regex::Syntax::UnicodeTables::Script::LINEAR_B	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::LISU	const	ported	Regex::Syntax::UnicodeTables::Script::LISU	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::LYCIAN	const	ported	Regex::Syntax::UnicodeTables::Script::LYCIAN	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::LYDIAN	const	ported	Regex::Syntax::UnicodeTables::Script::LYDIAN	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::MAHAJANI	const	ported	Regex::Syntax::UnicodeTables::Script::MAHAJANI	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::MAKASAR	const	ported	Regex::Syntax::UnicodeTables::Script::MAKASAR	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::MALAYALAM	const	ported	Regex::Syntax::UnicodeTables::Script::MALAYALAM	Generated script Unicode table constant ported
